Month of data..

select * from solar_data where event like '%202206%' order by event desc

event	        solar_level	battery_level	battery_load	battery_state	        grid_level	load_level
20220603230014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603224514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603223014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220603221514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220603220015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220603214514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603213014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603211514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220603210014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220603204514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220603203014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220603201514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.3 kW    	2.3 kW    
20220603200014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603194514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603193014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603191514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603190015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603184514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603183016	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603181514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603180015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603174514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220603173015	0.0 kW    	21%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220603171514	0.1 kW    	21%       	0.0 kW    	IDLE            	1.0 kW    	1.1 kW    
20220603170014	0.1 kW    	21%       	0.0 kW    	IDLE            	2.7 kW    	2.8 kW    
20220603164514	0.1 kW    	21%       	0.0 kW    	IDLE            	1.0 kW    	1.1 kW    
20220603163014	0.1 kW    	21%       	0.0 kW    	IDLE            	1.1 kW    	1.2 kW    
20220603161514	0.3 kW    	21%       	0.0 kW    	IDLE            	0.8 kW    	1.1 kW    
20220603160014	0.3 kW    	21%       	0.0 kW    	IDLE            	0.8 kW    	1.1 kW    
20220603154514	0.4 kW    	21%       	0.0 kW    	IDLE            	2.6 kW    	3.0 kW    
20220603153014	0.5 kW    	21%       	0.0 kW    	IDLE            	1.1 kW    	1.6 kW    
20220603151514	0.8 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	1.1 kW    
20220603150015	1.0 kW    	21%       	0.6 kW    	DISCHARGING     	0.0 kW    	1.6 kW    
20220603144514	1.4 kW    	21%       	0.5 kW    	DISCHARGING     	0.0 kW    	1.9 kW    
20220603143014	0.8 kW    	22%       	0.9 kW    	DISCHARGING     	0.0 kW    	1.7 kW    
20220603141514	0.6 kW    	24%       	1.2 kW    	DISCHARGING     	0.0 kW    	1.8 kW    
20220603140014	1.3 kW    	26%       	0.5 kW    	DISCHARGING     	0.1 kW    	1.9 kW    
20220603134514	3.1 kW    	26%       	1.1 kW    	CHARGING        	0.2 kW    	1.8 kW    
20220603133014	3.8 kW    	25%       	2.3 kW    	CHARGING        	0.2 kW    	1.3 kW    
20220603131514	1.8 kW    	23%       	0.6 kW    	CHARGING        	0.0 kW    	1.2 kW    
20220603130014	2.3 kW    	22%       	0.4 kW    	CHARGING        	0.0 kW    	1.9 kW    
20220603124514	2.4 kW    	22%       	0.2 kW    	CHARGING        	0.0 kW    	2.2 kW    
20220603123015	2.0 kW    	22%       	0.5 kW    	CHARGING        	0.0 kW    	1.5 kW    
20220603121514	2.6 kW    	21%       	1.1 kW    	CHARGING        	0.1 kW    	1.6 kW    
20220603120014	2.7 kW    	21%       	0.0 kW    	IDLE            	1.3 kW    	4.0 kW    
20220603114514	2.2 kW    	22%       	0.3 kW    	CHARGING        	0.1 kW    	2.0 kW    
20220603113014	2.0 kW    	22%       	0.6 kW    	CHARGING        	0.0 kW    	1.4 kW    
20220603111514	1.6 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	1.8 kW    
20220603110014	1.8 kW    	20%       	0.1 kW    	CHARGING        	0.1 kW    	1.6 kW    
20220603104514	1.1 kW    	20%       	0.0 kW    	IDLE            	0.9 kW    	2.0 kW    
20220603103014	1.1 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	2.3 kW    
20220603101514	0.8 kW    	20%       	0.0 kW    	IDLE            	1.7 kW    	2.5 kW    
20220603100014	1.2 kW    	20%       	0.0 kW    	IDLE            	0.5 kW    	1.7 kW    
20220603094514	0.7 kW    	20%       	0.0 kW    	IDLE            	1.8 kW    	2.5 kW    
20220603093014	1.0 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	2.2 kW    
20220603091514	0.7 kW    	20%       	0.0 kW    	IDLE            	2.3 kW    	3.0 kW    
20220603090014	0.6 kW    	20%       	0.0 kW    	IDLE            	1.9 kW    	2.5 kW    
20220603084514	0.4 kW    	20%       	0.0 kW    	IDLE            	4.8 kW    	5.2 kW    
20220603083014	0.3 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220603081514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220603080015	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220603074514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.3 kW    
20220603073014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.3 kW    
20220603071514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220603070014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.3 kW    
20220603064514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603063014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220603061513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603060014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603054513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220603053013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603051513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603050013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603044513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220603043013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603041513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603040013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603034514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220603033013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603031513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603030013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603024514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220603023014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220603021517	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603020014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603014514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603013014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603011514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603010014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220603004514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220603003014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220603001514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220603000014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602234514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602233014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220602231514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602230014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602224514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220602223014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602221514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220602220014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220602214514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220602213014	0.0 kW    	20%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220602211514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220602210014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220602204514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220602203016	0.0 kW    	20%       	0.0 kW    	IDLE            	1.0 kW    	1.0 kW    
20220602201514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.1 kW    	1.1 kW    
20220602200014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.1 kW    	1.1 kW    
20220602194514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220602193014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.5 kW    	2.5 kW    
20220602191514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.3 kW    	2.3 kW    
20220602190014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220602184514	0.0 kW    	26%       	1.1 kW    	DISCHARGING     	0.0 kW    	1.1 kW    
20220602183014	0.0 kW    	31%       	2.2 kW    	DISCHARGING     	0.4 kW    	2.6 kW    
20220602181514	0.0 kW    	37%       	1.8 kW    	DISCHARGING     	0.2 kW    	1.6 kW    
20220602180014	0.0 kW    	42%       	2.0 kW    	DISCHARGING     	0.1 kW    	2.1 kW    
20220602174514	0.0 kW    	46%       	1.4 kW    	DISCHARGING     	0.1 kW    	1.5 kW    
20220602173014	0.0 kW    	50%       	1.4 kW    	DISCHARGING     	0.1 kW    	1.5 kW    
20220602171514	0.1 kW    	56%       	2.1 kW    	DISCHARGING     	0.1 kW    	2.3 kW    
20220602170014	0.1 kW    	61%       	2.2 kW    	DISCHARGING     	0.0 kW    	2.3 kW    
20220602164514	0.1 kW    	65%       	1.5 kW    	DISCHARGING     	0.1 kW    	1.7 kW    
20220602163014	0.1 kW    	70%       	1.9 kW    	DISCHARGING     	0.0 kW    	2.0 kW    
20220602161514	0.2 kW    	75%       	2.4 kW    	DISCHARGING     	0.1 kW    	2.5 kW    
20220602160014	0.4 kW    	81%       	0.7 kW    	DISCHARGING     	1.8 kW    	2.9 kW    
20220602154514	0.5 kW    	83%       	0.1 kW    	DISCHARGING     	0.1 kW    	0.7 kW    
20220602153014	0.8 kW    	84%       	0.2 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602151514	1.0 kW    	83%       	0.4 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602150014	1.1 kW    	82%       	0.5 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602144514	1.3 kW    	82%       	0.8 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602143014	1.8 kW    	80%       	1.2 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602140014	2.2 kW    	74%       	1.7 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602133014	2.7 kW    	66%       	2.0 kW    	CHARGING        	0.0 kW    	0.7 kW    
20220602131514	2.8 kW    	62%       	2.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602130014	3.3 kW    	57%       	2.2 kW    	CHARGING        	0.5 kW    	0.6 kW    
20220602124514	3.7 kW    	52%       	2.2 kW    	CHARGING        	0.9 kW    	0.6 kW    
20220602123014	2.4 kW    	47%       	1.8 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602121514	2.2 kW    	44%       	1.6 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602120014	2.9 kW    	40%       	2.2 kW    	CHARGING        	0.0 kW    	0.7 kW    
20220602114514	3.0 kW    	37%       	2.3 kW    	CHARGING        	0.0 kW    	0.7 kW    
20220602113014	3.4 kW    	33%       	2.3 kW    	CHARGING        	0.5 kW    	0.6 kW    
20220602111514	2.7 kW    	33%       	0.0 kW    	IDLE            	0.1 kW    	2.8 kW    
20220602110014	2.7 kW    	31%       	0.2 kW    	DISCHARGING     	0.2 kW    	2.7 kW    
20220602104514	1.7 kW    	28%       	1.2 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602103014	1.5 kW    	26%       	1.0 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602101514	1.6 kW    	24%       	1.0 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602100014	1.4 kW    	23%       	0.9 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602094514	0.7 kW    	21%       	0.2 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220602093014	0.7 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.6 kW    
20220602091514	0.7 kW    	21%       	0.1 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220602090014	0.7 kW    	21%       	0.0 kW    	IDLE            	1.8 kW    	2.5 kW    
20220602084514	0.4 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.6 kW    
20220602083014	0.3 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.6 kW    
20220602080014	0.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220602074514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220602073014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220602071514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220602070014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.8 kW    
20220602064514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.7 kW    
20220602063014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220602061513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220602060014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220602054513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220602053014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220602051513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220602050014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602044513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602043013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602041514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602040014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602034513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602033014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602031513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602030013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602024514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602023013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602021517	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602020015	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602014514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602013015	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602011515	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602010015	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220602004514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220602003014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602001514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220602000014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220601234514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.8 kW    	0.8 kW    
20220601233014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601231514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601230014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220601224514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601223016	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220601221514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601220014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601214514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601213014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220601211515	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601210015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601204514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601203015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601201515	0.0 kW    	21%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220601200015	0.0 kW    	21%       	0.0 kW    	IDLE            	1.8 kW    	1.8 kW    
20220601194514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.8 kW    	1.8 kW    
20220601193014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.7 kW    	2.7 kW    
20220601191514	0.0 kW    	23%       	2.4 kW    	DISCHARGING     	0.1 kW    	2.5 kW    
20220601190015	0.0 kW    	28%       	1.5 kW    	DISCHARGING     	0.0 kW    	1.5 kW    
20220601184515	0.0 kW    	33%       	1.6 kW    	DISCHARGING     	0.0 kW    	1.6 kW    
20220601183014	0.0 kW    	39%       	1.7 kW    	DISCHARGING     	0.0 kW    	1.7 kW    
20220601181514	0.0 kW    	47%       	2.4 kW    	DISCHARGING     	0.0 kW    	2.4 kW    
20220601180014	0.0 kW    	55%       	3.1 kW    	DISCHARGING     	0.2 kW    	2.9 kW    
20220601174514	0.0 kW    	64%       	4.0 kW    	DISCHARGING     	2.0 kW    	6.0 kW    
20220601173015	0.0 kW    	72%       	0.7 kW    	DISCHARGING     	0.0 kW    	0.7 kW    
20220601171514	0.1 kW    	74%       	0.6 kW    	DISCHARGING     	0.0 kW    	0.7 kW    
20220601170014	0.1 kW    	78%       	2.6 kW    	DISCHARGING     	0.0 kW    	2.7 kW    
20220601164514	0.1 kW    	82%       	0.7 kW    	DISCHARGING     	0.0 kW    	0.8 kW    
20220601163014	0.2 kW    	84%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.7 kW    
20220601161514	0.3 kW    	85%       	0.6 kW    	DISCHARGING     	0.1 kW    	0.8 kW    
20220601160014	0.5 kW    	86%       	0.0 kW    	IDLE            	0.1 kW    	0.4 kW    
20220601154514	0.9 kW    	85%       	0.6 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601153014	1.2 kW    	84%       	0.7 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220601151514	1.3 kW    	82%       	0.8 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220601150014	1.5 kW    	80%       	1.0 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220601144514	1.8 kW    	77%       	1.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220601143014	2.5 kW    	76%       	1.9 kW    	CHARGING        	0.1 kW    	0.5 kW    
20220601141514	2.1 kW    	72%       	1.7 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220601140015	2.3 kW    	68%       	1.9 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220601134514	2.7 kW    	63%       	2.3 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220601133014	2.7 kW    	58%       	2.7 kW    	CHARGING        	0.4 kW    	0.4 kW    
20220601131514	3.0 kW    	54%       	3.0 kW    	CHARGING        	0.4 kW    	0.4 kW    
20220601130014	2.6 kW    	49%       	2.2 kW    	CHARGING        	0.1 kW    	0.3 kW    
20220601124514	1.3 kW    	46%       	0.9 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220601123014	1.4 kW    	46%       	1.1 kW    	DISCHARGING     	0.0 kW    	2.5 kW    
20220601121514	1.7 kW    	45%       	1.4 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601120015	1.4 kW    	45%       	1.0 kW    	DISCHARGING     	0.0 kW    	2.4 kW    
20220601114514	1.2 kW    	46%       	1.3 kW    	DISCHARGING     	0.0 kW    	2.5 kW    
20220601113015	1.8 kW    	44%       	1.4 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220601111514	1.0 kW    	41%       	0.7 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601110015	1.4 kW    	39%       	1.1 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601104514	3.8 kW    	35%       	2.1 kW    	CHARGING        	1.3 kW    	0.4 kW    
20220601103014	1.1 kW    	31%       	0.9 kW    	CHARGING        	0.0 kW    	0.2 kW    
20220601101514	1.7 kW    	29%       	1.5 kW    	CHARGING        	0.1 kW    	0.3 kW    
20220601100014	1.4 kW    	26%       	1.1 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601094514	0.9 kW    	24%       	0.6 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601093014	0.4 kW    	24%       	0.1 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601091514	0.5 kW    	23%       	0.3 kW    	CHARGING        	0.0 kW    	0.2 kW    
20220601090014	0.8 kW    	22%       	0.5 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601084514	0.7 kW    	21%       	0.3 kW    	CHARGING        	0.1 kW    	0.3 kW    
20220601083014	0.4 kW    	21%       	0.1 kW    	CHARGING        	0.0 kW    	0.3 kW    
20220601081514	0.3 kW    	21%       	0.0 kW    	IDLE            	0.0 kW    	0.3 kW    
20220601080014	0.2 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.3 kW    
20220601074514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.3 kW    
20220601073015	0.1 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.3 kW    
20220601071514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220601070014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.3 kW    
20220601064514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220601063014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220601061513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220601060014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601054513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601053014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601051513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601050014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601044513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601043014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601041514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601040014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601034513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220601033014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601031513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601030013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.7 kW    	0.7 kW    
20220601024514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.6 kW    	4.6 kW    
20220601023014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.5 kW    	4.5 kW    
20220601021517	0.0 kW    	20%       	0.0 kW    	IDLE            	4.4 kW    	4.4 kW    
20220601020014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.5 kW    	4.5 kW    
20220601014514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.5 kW    	4.5 kW    
20220601013014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220601011514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220601010014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220601004514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220601003014	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220601001516	0.0 kW    	20%       	0.0 kW    	IDLE            	4.3 kW    	4.3 kW    
20220601000014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
